                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                0.98328,                0.68699,                  1.297,                0.85221,                0.86712,                0.89353,                 0.6767,                 1.0896,                0.85454,                 1.4667,             0.00054478,             0.00054478,             0.00054478
                     70,                0.95391,                0.67337,                 1.2717,                0.86522,                0.89327,                0.92489,                0.68934,                 1.0851,                  0.845,                 1.3914,             0.00052827,             0.00052827,             0.00052827
                     71,                 0.9563,                0.66465,                 1.2712,                0.88062,                0.88454,                0.92015,                  0.697,                 1.0078,                0.81727,                 1.3693,             0.00051177,             0.00051177,             0.00051177
                     72,                0.96828,                0.66475,                 1.2808,                0.88442,                0.86827,                0.89909,                0.69479,                 1.0342,                0.87482,                 1.4855,             0.00049527,             0.00049527,             0.00049527
                     73,                0.94836,                0.66231,                 1.2756,                0.89088,                0.90278,                0.92787,                 0.7246,                0.98821,                0.80858,                 1.3978,             0.00047876,             0.00047876,             0.00047876
                     74,                 0.9625,                0.65446,                 1.2711,                 0.8628,                0.91469,                0.90494,                0.70631,                 1.0323,                0.84711,                 1.4257,             0.00046226,             0.00046226,             0.00046226
                     75,                0.95898,                0.65394,                 1.2758,                0.87332,                0.90278,                0.88872,                0.67474,                 1.0122,                0.85314,                 1.4017,             0.00044576,             0.00044576,             0.00044576
                     76,                0.93804,                0.64118,                 1.2652,                0.87107,                 0.8895,                 0.8877,                0.68883,                0.94825,                0.85172,                 1.3165,             0.00042925,             0.00042925,             0.00042925
                     77,                0.94995,                 0.6471,                 1.2742,                0.90605,                0.91485,                0.91701,                0.70487,                0.93815,                0.81134,                 1.2913,             0.00041275,             0.00041275,             0.00041275
                     78,                0.93603,                0.65098,                 1.2596,                0.87446,                0.87272,                0.91627,                0.71113,                0.95377,                0.82386,                 1.2989,             0.00039625,             0.00039625,             0.00039625
                     79,                0.94049,                0.64344,                 1.2602,                0.88655,                0.86554,                0.91269,                0.69444,                 0.9643,                0.83525,                  1.305,             0.00037974,             0.00037974,             0.00037974
                     80,                0.93105,                0.64625,                 1.2606,                0.88673,                0.89689,                0.90407,                0.68402,                 1.0284,                0.80633,                 1.3766,             0.00036324,             0.00036324,             0.00036324
                     81,                0.94289,                0.63824,                 1.2629,                0.90661,                0.87738,                0.91223,                0.70277,                0.94969,                0.85874,                 1.2864,             0.00034674,             0.00034674,             0.00034674
                     82,                0.92441,                0.63577,                 1.2545,                 0.8645,                0.90278,                0.91099,                0.69503,                 1.0195,                0.78439,                 1.3635,             0.00033023,             0.00033023,             0.00033023
                     83,                0.91973,                0.62848,                 1.2489,                0.88031,                0.88599,                0.91513,                0.71124,                 1.0073,                0.80069,                 1.3743,             0.00031373,             0.00031373,             0.00031373
                     84,                0.91546,                  0.623,                 1.2428,                 0.8716,                0.89956,                0.91539,                0.70634,                0.96177,                 0.7963,                 1.3467,             0.00029723,             0.00029723,             0.00029723
                     85,                0.90799,                0.61147,                 1.2359,                0.88586,                0.88889,                0.90915,                0.68563,                0.98964,                0.83246,                 1.3361,             0.00028072,             0.00028072,             0.00028072
                     86,                0.90251,                0.62253,                 1.2371,                0.87025,                 0.9129,                0.90328,                0.68966,                0.96688,                0.77494,                 1.3513,             0.00026422,             0.00026422,             0.00026422
                     87,                0.89929,                0.61985,                 1.2421,                0.85654,                0.90124,                0.90452,                0.68814,                0.98991,                0.81051,                 1.3602,             0.00024772,             0.00024772,             0.00024772
                     88,                 0.9118,                0.61323,                 1.2457,                0.86753,                0.89976,                0.89716,                0.68769,                0.99605,                0.78627,                 1.3591,             0.00023121,             0.00023121,             0.00023121
                     89,                0.89036,                0.60046,                 1.2307,                0.85701,                0.90278,                0.89108,                0.69624,                 1.0275,                0.85439,                 1.4269,             0.00021471,             0.00021471,             0.00021471
                     90,                0.67987,                0.39758,                 1.0491,                 0.8516,                0.90278,                0.89005,                0.69043,                0.99354,                0.83623,                 1.4343,             0.00019821,             0.00019821,             0.00019821
                     91,                0.66274,                 0.3782,                 1.0358,                0.86377,                0.90278,                0.90274,                0.70477,                0.97089,                0.80371,                 1.3629,              0.0001817,              0.0001817,              0.0001817
                     92,                0.66081,                0.37337,                 1.0269,                0.89372,                0.90846,                 0.9162,                0.71299,                0.95139,                0.81435,                 1.3457,              0.0001652,              0.0001652,              0.0001652
                     93,                0.65565,                0.36852,                   1.03,                0.90353,                0.90278,                0.92194,                0.72775,                0.93835,                0.76724,                 1.3509,              0.0001487,              0.0001487,              0.0001487
                     94,                0.64949,                0.36468,                 1.0269,                 0.9099,                0.90033,                0.91472,                0.71839,                0.95505,                 0.7989,                 1.3551,             0.00013219,             0.00013219,             0.00013219
                     95,                0.64149,                 0.3629,                 1.0232,                0.92172,                0.91667,                0.93231,                0.72476,                0.93469,                 0.7765,                 1.3354,             0.00011569,             0.00011569,             0.00011569
                     96,                 0.6338,                0.35764,                 1.0136,                0.90234,                0.93056,                0.92081,                 0.7244,                0.94745,                0.78676,                 1.3436,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.62686,                0.35415,                 1.0136,                 0.8894,                0.91667,                0.89919,                0.70288,                 0.9545,                0.80241,                 1.3781,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 0.6267,                0.35207,                 1.0142,                 0.9207,                0.88511,                0.89763,                0.70072,                0.96064,                0.82248,                 1.3956,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                 0.6262,                0.35229,                 1.0116,                0.90427,                0.88663,                0.90207,                0.70549,                0.95713,                0.81906,                 1.3845,             4.9677e-05,             4.9677e-05,             4.9677e-05
